seed,boost,degrade,regime,n_meta,rcls_t,rupt_t,crit_t,max_tens,max_rp,min_sep,min_elast,fatigue
9,0.05,0.015,2,2,85,186,159,0.9791,12.1686,0.0872,-0.01071,3.8816
10,0.05,0.015,1,1,-1,165,147,0.9506,12.2621,0.0900,-0.00983,3.4188
11,0.05,0.015,3,8,98,-1,-1,0.7554,9.1721,0.1173,-0.01056,2.3857
12,0.05,0.015,2,4,79,156,141,0.8906,11.8424,0.0974,-0.01287,2.7357
13,0.05,0.015,1,1,-1,161,150,0.8959,12.1540,0.0964,-0.01322,2.7287
14,0.05,0.015,1,1,-1,134,120,0.9344,12.2091,0.0917,-0.01478,3.2735
15,0.05,0.015,2,5,90,187,166,0.9619,12.2846,0.0888,-0.01132,3.5243
16,0.05,0.015,1,1,-1,137,123,0.9048,12.3360,0.0950,-0.01373,2.7347
17,0.05,0.015,2,2,57,143,129,0.8997,12.2236,0.0958,-0.01065,2.7532
18,0.05,0.015,3,7,89,-1,175,0.9471,11.3741,0.0918,-0.01102,3.7716
19,0.05,0.015,1,1,-1,194,175,0.9495,12.3320,0.0907,-0.01034,3.8131
20,0.05,0.015,2,2,84,194,167,0.9484,11.9407,0.0917,-0.01001,3.9773
21,0.05,0.015,1,1,-1,171,132,1.0003,12.2959,0.0853,-0.01272,4.5162
22,0.05,0.015,2,7,79,172,156,0.9273,12.1865,0.0928,-0.01249,3.1303
23,0.05,0.015,2,4,83,170,145,0.9721,12.3104,0.0875,-0.01284,3.5083
24,0.05,0.015,3,19,90,-1,-1,0.6688,8.5739,0.1266,-0.01130,1.5294
25,0.05,0.015,2,2,81,160,144,0.9344,12.3213,0.0916,-0.01270,3.1243
26,0.05,0.015,1,1,-1,135,124,0.8623,12.2420,0.0997,-0.01346,2.3565
27,0.05,0.015,1,1,-1,185,164,0.9688,12.2666,0.0881,-0.01098,3.8697
28,0.05,0.015,2,6,5,162,144,0.9355,12.3402,0.0916,-0.01283,3.1039
29,0.05,0.015,2,4,85,172,160,0.9251,12.1835,0.0930,-0.01205,3.1010
30,0.05,0.015,1,1,-1,147,132,0.9191,12.0860,0.0934,-0.01258,2.8950
31,0.05,0.015,1,1,-1,169,155,0.9412,12.2577,0.0915,-0.00901,3.5804
32,0.05,0.015,2,6,87,191,175,0.9201,12.1698,0.0949,-0.01127,3.4249
33,0.05,0.015,3,21,102,-1,-1,0.5326,7.5007,0.1450,-0.01054,1.0615
34,0.05,0.015,3,4,85,-1,193,0.8735,10.9300,0.1007,-0.00863,3.2205
35,0.05,0.015,2,2,82,185,161,0.9686,12.2993,0.0884,-0.01133,4.0026
36,0.05,0.015,3,20,98,-1,-1,0.3415,6.4714,0.1707,-0.00862,0.5379
37,0.05,0.015,1,1,-1,158,146,0.9103,12.2018,0.0946,-0.01311,2.8951
38,0.05,0.015,3,12,100,-1,189,0.8797,11.1657,0.0989,-0.01241,2.6831
39,0.05,0.015,2,6,78,181,153,0.9776,12.3121,0.0878,-0.01347,4.0748
40,0.05,0.015,1,1,-1,160,147,0.9132,12.3116,0.0947,-0.00929,3.0923
41,0.05,0.015,2,2,6,147,134,0.9092,11.8844,0.0946,-0.01155,2.8620
42,0.05,0.015,1,1,-1,145,128,0.9431,12.1379,0.0907,-0.01187,3.2359
43,0.05,0.015,0,1,-1,-1,-1,0.8132,9.5084,0.1103,-0.01050,3.0940
44,0.05,0.015,3,25,90,-1,-1,0.4058,6.7796,0.1618,-0.00933,0.6874
45,0.05,0.015,1,1,-1,157,143,0.9162,12.1776,0.0939,-0.01115,2.9268
46,0.05,0.015,1,1,-1,155,140,0.9102,12.2349,0.0945,-0.01044,2.8370
47,0.05,0.015,2,3,89,157,147,0.8778,12.1904,0.0978,-0.01391,2.5023
48,0.05,0.015,3,2,73,-1,185,0.9238,10.9206,0.0955,-0.00880,4.2182
49,0.05,0.015,2,2,74,160,137,0.9636,12.2609,0.0888,-0.01222,3.6011
50,0.05,0.015,1,1,-1,150,140,0.8757,12.2653,0.0984,-0.01251,2.5562
51,0.05,0.015,2,3,85,181,157,0.9558,12.1322,0.0901,-0.01155,3.5735
52,0.05,0.015,2,2,57,139,124,0.9066,12.3266,0.0955,-0.01132,2.9686
53,0.05,0.015,2,3,23,196,157,1.0240,12.2581,0.0826,-0.00919,5.8611
54,0.05,0.015,1,1,-1,165,150,0.9265,12.2854,0.0930,-0.01071,3.1990
55,0.05,0.015,2,7,75,178,152,0.9624,12.2734,0.0891,-0.01148,3.7033
56,0.05,0.015,2,3,80,160,146,0.9125,12.2639,0.0948,-0.01235,3.0079
57,0.05,0.015,3,2,82,-1,176,0.9742,11.9693,0.0881,-0.00939,4.3284
58,0.05,0.015,1,1,-1,177,153,0.9584,12.2683,0.0895,-0.01057,3.5932
59,0.05,0.015,2,10,95,200,181,0.9477,12.3218,0.0904,-0.01164,3.3572
60,0.05,0.015,2,2,84,181,168,0.9520,12.1748,0.0903,-0.01087,3.6225
61,0.05,0.015,1,1,-1,158,138,0.9323,12.0996,0.0917,-0.01148,2.9743
62,0.05,0.015,2,5,95,171,161,0.8798,12.2725,0.0982,-0.01308,2.5835
63,0.05,0.015,2,3,79,184,162,0.9629,12.2098,0.0893,-0.01063,3.8164
64,0.05,0.015,3,2,80,-1,-1,0.6924,7.8375,0.1272,-0.00883,2.7795
65,0.05,0.015,3,2,91,-1,-1,0.8108,9.4561,0.1101,-0.00823,2.9325
66,0.05,0.015,1,1,-1,132,123,0.8673,12.2704,0.0995,-0.01294,2.4532
67,0.05,0.015,1,1,-1,152,144,0.8454,12.1005,0.1021,-0.01260,2.3292
68,0.05,0.015,0,1,-1,-1,190,0.9026,10.9161,0.0973,-0.00810,3.5316
69,0.05,0.015,2,5,82,172,157,0.9072,12.0762,0.0947,-0.01223,2.7728
70,0.05,0.015,1,1,-1,161,148,0.9228,12.0560,0.0936,-0.01531,3.1785
71,0.05,0.015,3,11,93,-1,-1,0.8074,9.9694,0.1086,-0.01038,2.2964
72,0.05,0.015,2,4,86,193,174,0.9458,12.0039,0.0917,-0.01069,3.7980
73,0.05,0.015,2,2,6,175,160,0.9369,12.1482,0.0925,-0.01088,3.6641
74,0.05,0.015,3,9,7,-1,189,0.9080,11.4080,0.0963,-0.00878,3.4856
75,0.05,0.015,1,1,-1,171,145,0.9819,12.3390,0.0866,-0.00978,3.9830
76,0.05,0.015,2,3,73,152,140,0.9046,12.2595,0.0951,-0.01239,2.7914
77,0.05,0.015,3,18,101,-1,-1,0.7570,9.9269,0.1144,-0.01299,1.8958
78,0.05,0.015,2,2,74,147,136,0.8962,12.1216,0.0960,-0.01257,2.6822
79,0.05,0.015,2,3,85,180,160,0.9623,12.2430,0.0885,-0.01096,3.4783
80,0.05,0.015,2,2,91,172,152,0.9704,12.3103,0.0872,-0.01283,3.3800
