seed,boost,degrade,regime,n_meta,rcls_t,rupt_t,crit_t,max_tens,max_rp,min_sep,min_elast,fatigue
73,0.30,0.020,3,16,7,-1,-1,0.0213,4.8756,0.2139,-0.00466,0.0446
74,0.30,0.020,3,14,8,-1,-1,0.0302,4.8135,0.2117,-0.00437,0.0414
75,0.30,0.020,3,23,49,-1,-1,0.0034,4.6015,0.2217,0.00000,0.0181
76,0.30,0.020,3,24,44,-1,-1,0.0049,4.6351,0.2229,0.00000,0.0252
77,0.30,0.020,3,12,77,-1,-1,0.0040,4.6419,0.2287,0.00000,0.0174
78,0.30,0.020,3,20,50,-1,-1,0.0042,4.6592,0.2257,0.00000,0.0216
79,0.30,0.020,3,15,63,-1,-1,0.0064,4.6871,0.2259,0.00000,0.0213
80,0.30,0.020,3,14,74,-1,-1,0.0048,4.6229,0.2267,0.00000,0.0204
81,0.30,0.020,3,13,75,-1,-1,0.0053,4.6896,0.2299,0.00000,0.0212
82,0.30,0.020,3,16,5,-1,-1,0.0139,4.8206,0.2142,-0.00395,0.0339
83,0.30,0.020,3,15,67,-1,-1,0.0060,4.6787,0.2294,0.00000,0.0286
84,0.30,0.020,3,15,69,-1,-1,0.0036,4.6228,0.2263,0.00000,0.0153
85,0.30,0.020,1,1,-1,90,87,0.7732,11.5177,0.1114,-0.02688,1.9274
86,0.30,0.020,2,3,12,131,102,0.9756,11.7526,0.0881,-0.00906,3.9374
87,0.30,0.020,3,18,60,-1,-1,0.0035,4.5962,0.2276,0.00000,0.0161
88,0.30,0.020,3,12,70,-1,-1,0.0040,4.6293,0.2302,0.00000,0.0204
89,0.30,0.020,3,16,60,-1,-1,0.0052,4.6564,0.2208,0.00000,0.0191
90,0.30,0.020,3,20,62,-1,-1,0.0060,4.6359,0.2255,0.00000,0.0250
91,0.30,0.020,3,14,55,-1,-1,0.0047,4.6294,0.2265,0.00000,0.0178
92,0.30,0.020,3,7,17,-1,-1,0.0584,4.9709,0.2023,-0.00695,0.0731
93,0.30,0.020,3,15,58,-1,-1,0.0039,4.6360,0.2268,0.00000,0.0209
94,0.30,0.020,3,15,65,-1,-1,0.0051,4.6386,0.2251,0.00000,0.0221
95,0.30,0.020,3,22,57,-1,-1,0.0043,4.6135,0.2226,0.00000,0.0203
96,0.30,0.020,3,16,62,-1,-1,0.0044,4.6664,0.2270,0.00000,0.0168
97,0.30,0.020,3,17,59,-1,-1,0.0033,4.6132,0.2250,0.00000,0.0169
98,0.30,0.020,2,9,41,146,138,0.8589,12.2593,0.1001,-0.01278,2.3517
99,0.30,0.020,2,13,52,183,171,0.8824,12.3331,0.0969,-0.01370,2.4616
100,0.30,0.020,3,23,50,-1,-1,0.0047,4.6405,0.2220,0.00000,0.0270
1,0.35,0.020,3,19,51,-1,-1,0.1129,5.3168,0.2037,-0.00576,0.1448
2,0.35,0.020,3,13,60,-1,-1,0.0055,4.6828,0.2213,0.00000,0.0212
3,0.35,0.020,1,1,-1,93,82,0.8728,12.2522,0.0978,-0.03408,2.4217
4,0.35,0.020,3,14,64,-1,-1,0.0045,4.6459,0.2277,0.00000,0.0196
5,0.35,0.020,3,14,58,-1,-1,0.0049,4.6613,0.2287,0.00000,0.0216
6,0.35,0.020,3,16,63,-1,-1,0.0048,4.6458,0.2292,0.00000,0.0232
7,0.35,0.020,3,18,9,-1,-1,0.0504,5.0014,0.2066,-0.00792,0.0750
8,0.35,0.020,3,13,62,-1,-1,0.0041,4.6469,0.2280,0.00000,0.0149
9,0.35,0.020,3,15,56,-1,-1,0.0029,4.6063,0.2246,0.00000,0.0124
10,0.35,0.020,3,15,48,-1,-1,0.5584,8.0279,0.1399,-0.01090,1.0665
11,0.35,0.020,3,11,74,-1,-1,0.0023,4.5916,0.2269,0.00000,0.0085
12,0.35,0.020,3,16,63,-1,-1,0.0041,4.6316,0.2283,0.00000,0.0176
13,0.35,0.020,3,12,71,-1,-1,0.0047,4.6546,0.2292,0.00000,0.0191
14,0.35,0.020,1,1,-1,103,96,0.8469,11.8209,0.1023,-0.01796,2.5210
15,0.35,0.020,3,12,75,-1,-1,0.0038,4.6279,0.2287,0.00000,0.0164
16,0.35,0.020,1,1,-1,87,79,0.7974,12.2142,0.1071,-0.02964,1.9693
17,0.35,0.020,3,20,41,-1,-1,0.0090,4.6388,0.2214,-0.00127,0.0299
18,0.35,0.020,3,12,71,-1,-1,0.0042,4.6304,0.2292,0.00000,0.0158
19,0.35,0.020,3,10,75,-1,-1,0.0043,4.6707,0.2284,0.00000,0.0101
20,0.35,0.020,3,11,67,-1,-1,0.0037,4.6184,0.2202,0.00000,0.0140
21,0.35,0.020,3,16,53,-1,-1,0.0033,4.6155,0.2231,0.00000,0.0113
22,0.35,0.020,3,15,59,-1,-1,0.0039,4.6468,0.2273,0.00000,0.0170
23,0.35,0.020,3,14,63,-1,-1,0.0049,4.6393,0.2243,0.00000,0.0242
24,0.35,0.020,3,11,65,-1,-1,0.0039,4.6187,0.2300,0.00000,0.0143
25,0.35,0.020,3,16,63,-1,-1,0.0035,4.6330,0.2247,0.00000,0.0147
26,0.35,0.020,3,19,58,-1,-1,0.0069,4.6935,0.2231,0.00000,0.0231
27,0.35,0.020,3,12,71,-1,-1,0.0039,4.6199,0.2260,0.00000,0.0134
28,0.35,0.020,3,19,8,-1,-1,0.0222,4.8278,0.2153,-0.00509,0.0552
29,0.35,0.020,3,14,63,-1,-1,0.0031,4.6033,0.2280,0.00000,0.0153
30,0.35,0.020,3,16,56,-1,-1,0.0044,4.6441,0.2256,0.00000,0.0163
31,0.35,0.020,2,4,48,157,141,0.9322,12.0616,0.0924,-0.00996,3.2668
32,0.35,0.020,3,11,63,-1,-1,0.0040,4.6519,0.2283,0.00000,0.0137
33,0.35,0.020,3,10,78,-1,-1,0.0034,4.6004,0.2308,0.00000,0.0127
34,0.35,0.020,3,11,65,-1,-1,0.0027,4.5976,0.2297,0.00000,0.0100
35,0.35,0.020,3,12,63,-1,-1,0.0052,4.6497,0.2275,0.00000,0.0200
36,0.35,0.020,3,9,75,-1,-1,0.0041,4.6686,0.2310,0.00000,0.0157
37,0.35,0.020,3,14,62,-1,-1,0.0035,4.6343,0.2295,0.00000,0.0154
38,0.35,0.020,3,11,72,-1,-1,0.0042,4.6412,0.2321,0.00000,0.0140
39,0.35,0.020,3,10,62,-1,199,0.7592,10.2145,0.1144,-0.00981,1.9944
40,0.35,0.020,3,15,45,-1,-1,0.0036,4.6277,0.2252,0.00000,0.0190
41,0.35,0.020,3,22,6,-1,-1,0.0386,5.0627,0.2028,-0.00833,0.0586
42,0.35,0.020,2,5,50,140,129,0.8815,12.1550,0.0974,-0.01229,2.5089
43,0.35,0.020,3,11,77,-1,-1,0.0049,4.6434,0.2255,0.00000,0.0160
44,0.35,0.020,3,10,71,-1,-1,0.0040,4.6268,0.2328,0.00000,0.0131
45,0.35,0.020,3,16,61,-1,-1,0.3311,6.4983,0.1721,-0.00680,0.5086
46,0.35,0.020,3,5,49,-1,-1,0.0023,4.5948,0.2263,0.00000,0.0037
47,0.35,0.020,3,13,72,-1,-1,0.0059,4.6787,0.2268,0.00000,0.0198
48,0.35,0.020,3,12,52,-1,-1,0.0025,4.6035,0.2281,0.00000,0.0106
49,0.35,0.020,3,17,58,-1,-1,0.0035,4.6302,0.2244,0.00000,0.0161
50,0.35,0.020,3,15,63,-1,-1,0.0055,4.6839,0.2290,0.00000,0.0252
51,0.35,0.020,3,14,62,-1,-1,0.0064,4.6752,0.2256,0.00000,0.0244
52,0.35,0.020,2,5,47,136,123,0.9033,12.2259,0.0952,-0.01165,2.7652
53,0.35,0.020,2,3,28,157,125,0.9966,12.2198,0.0854,-0.01107,4.3779
54,0.35,0.020,3,14,58,-1,-1,0.0039,4.6634,0.2252,0.00000,0.0174
55,0.35,0.020,3,16,58,-1,-1,0.0041,4.6247,0.2249,0.00000,0.0184
56,0.35,0.020,3,16,66,-1,-1,0.0037,4.6309,0.2262,0.00000,0.0162
57,0.35,0.020,3,14,54,-1,-1,0.0037,4.6190,0.2256,0.00000,0.0138
58,0.35,0.020,3,18,61,-1,-1,0.0044,4.6405,0.2237,0.00000,0.0157
59,0.35,0.020,3,11,78,-1,-1,0.0044,4.6604,0.2298,0.00000,0.0197
60,0.35,0.020,3,12,62,-1,-1,0.0038,4.6336,0.2302,0.00000,0.0107
61,0.35,0.020,3,16,65,-1,-1,0.0051,4.6772,0.2257,0.00000,0.0207
62,0.35,0.020,3,12,69,-1,-1,0.0034,4.6044,0.2304,0.00000,0.0145
63,0.35,0.020,3,15,63,-1,-1,0.0032,4.6065,0.2270,0.00000,0.0154
64,0.35,0.020,3,18,61,-1,-1,0.0024,4.6075,0.2248,0.00000,0.0098
65,0.35,0.020,3,10,67,-1,-1,0.0018,4.5756,0.2282,0.00000,0.0080
66,0.35,0.020,2,7,50,148,139,0.8424,12.0973,0.1019,-0.01351,2.2089
67,0.35,0.020,3,12,59,-1,-1,0.4892,7.4314,0.1513,-0.00911,0.9647
68,0.35,0.020,3,11,54,-1,-1,0.0024,4.5973,0.2255,0.00000,0.0078
69,0.35,0.020,3,15,63,-1,-1,0.0041,4.6514,0.2252,0.00000,0.0173
70,0.35,0.020,1,1,-1,97,90,0.8126,12.2275,0.1055,-0.03121,2.0907
71,0.35,0.020,3,10,72,-1,-1,0.0049,4.6976,0.2315,0.00000,0.0192
72,0.35,0.020,3,9,65,-1,-1,0.7262,9.6505,0.1187,-0.00938,1.7999
73,0.35,0.020,3,14,7,-1,-1,0.0245,4.9074,0.2135,-0.00513,0.0445
74,0.35,0.020,3,12,9,-1,-1,0.0333,4.8421,0.2112,-0.00490,0.0527
75,0.35,0.020,3,20,49,-1,-1,0.0032,4.5911,0.2223,0.00000,0.0148
76,0.35,0.020,3,20,44,-1,-1,0.0041,4.6105,0.2231,0.00000,0.0206
77,0.35,0.020,3,11,77,-1,-1,0.0040,4.6336,0.2296,0.00000,0.0150
78,0.35,0.020,3,18,50,-1,-1,0.0058,4.6651,0.2259,0.00000,0.0279
79,0.35,0.020,3,13,63,-1,-1,0.0032,4.6119,0.2288,0.00000,0.0128
80,0.35,0.020,3,13,74,-1,-1,0.0031,4.6062,0.2289,0.00000,0.0152
81,0.35,0.020,3,11,75,-1,-1,0.0032,4.6135,0.2303,0.00000,0.0153
82,0.35,0.020,3,15,5,-1,-1,0.0217,4.8509,0.2139,-0.00434,0.0433
83,0.35,0.020,3,13,67,-1,-1,0.0039,4.6498,0.2316,0.00000,0.0138
84,0.35,0.020,3,13,69,-1,-1,0.0042,4.6356,0.2265,0.00000,0.0225
85,0.35,0.020,1,1,-1,89,82,0.8082,11.6839,0.1067,-0.03009,2.0882
86,0.35,0.020,2,2,12,131,98,1.0010,12.1217,0.0849,-0.00921,4.2466
87,0.35,0.020,3,16,60,-1,-1,0.0054,4.6542,0.2270,0.00000,0.0270
88,0.35,0.020,3,11,70,-1,-1,0.0029,4.6106,0.2305,0.00000,0.0131
89,0.35,0.020,3,14,60,-1,-1,0.0036,4.6241,0.2208,0.00000,0.0142
90,0.35,0.020,3,17,62,-1,-1,0.0042,4.6492,0.2260,0.00000,0.0189
91,0.35,0.020,3,12,55,-1,-1,0.0037,4.6378,0.2275,0.00000,0.0131
92,0.35,0.020,3,6,17,-1,-1,0.0585,4.9748,0.2022,-0.00701,0.0781
93,0.35,0.020,3,13,58,-1,-1,0.0042,4.6473,0.2260,0.00000,0.0168
94,0.35,0.020,3,13,65,-1,-1,0.0039,4.6369,0.2261,0.00000,0.0172
95,0.35,0.020,3,20,57,-1,-1,0.0038,4.6280,0.2228,0.00000,0.0190
96,0.35,0.020,3,14,62,-1,-1,0.0069,4.7162,0.2252,0.00000,0.0221
97,0.35,0.020,3,15,59,-1,-1,0.0034,4.6211,0.2257,0.00000,0.0168
98,0.35,0.020,2,7,41,142,134,0.8522,12.2831,0.1010,-0.01327,2.3156
99,0.35,0.020,2,12,52,186,177,0.8561,12.1828,0.1004,-0.01290,2.3047
100,0.35,0.020,3,20,50,-1,-1,0.0058,4.6695,0.2241,0.00000,0.0313
1,0.40,0.020,3,17,51,-1,-1,0.1035,5.2598,0.2050,-0.00546,0.1293
2,0.40,0.020,3,12,60,-1,-1,0.0026,4.6046,0.2213,0.00000,0.0101
3,0.40,0.020,1,1,-1,87,79,0.8208,12.2276,0.1042,-0.03731,2.1184
4,0.40,0.020,3,12,64,-1,-1,0.0049,4.6729,0.2283,0.00000,0.0161
5,0.40,0.020,3,12,58,-1,-1,0.0039,4.6275,0.2271,0.00000,0.0135
6,0.40,0.020,3,14,63,-1,-1,0.0028,4.6084,0.2305,0.00000,0.0166
7,0.40,0.020,3,17,10,-1,-1,0.0539,5.0328,0.2061,-0.00844,0.0839
8,0.40,0.020,3,12,62,-1,-1,0.0040,4.6347,0.2270,0.00000,0.0196
9,0.40,0.020,3,14,56,-1,-1,0.0057,4.6720,0.2247,0.00000,0.0182
10,0.40,0.020,3,14,48,-1,-1,0.5274,7.7644,0.1441,-0.01031,0.9776
11,0.40,0.020,3,10,74,-1,-1,0.0040,4.6305,0.2260,0.00000,0.0180
12,0.40,0.020,3,14,63,-1,-1,0.0039,4.6269,0.2293,0.00000,0.0186
13,0.40,0.020,3,11,71,-1,-1,0.0048,4.6740,0.2302,0.00000,0.0146
14,0.40,0.020,1,1,-1,105,96,0.8726,12.3026,0.0988,-0.01844,2.6769
15,0.40,0.020,3,11,75,-1,-1,0.0026,4.5956,0.2291,0.00000,0.0125
16,0.40,0.020,1,1,-1,85,75,0.8014,12.0582,0.1063,-0.03257,1.9860
17,0.40,0.020,3,18,41,-1,-1,0.0078,4.6559,0.2224,-0.00145,0.0292
18,0.40,0.020,3,10,71,-1,-1,0.0039,4.6370,0.2318,0.00000,0.0120
19,0.40,0.020,3,9,75,-1,-1,0.0045,4.6745,0.2290,0.00000,0.0164
20,0.40,0.020,3,10,67,-1,-1,0.0035,4.6353,0.2202,0.00000,0.0117
21,0.40,0.020,3,14,53,-1,-1,0.0059,4.6809,0.2233,0.00000,0.0171
22,0.40,0.020,3,14,59,-1,-1,0.0042,4.6588,0.2269,0.00000,0.0223
23,0.40,0.020,3,13,63,-1,-1,0.0042,4.6555,0.2252,0.00000,0.0179
24,0.40,0.020,3,10,65,-1,-1,0.0034,4.6203,0.2303,0.00000,0.0128
25,0.40,0.020,2,6,63,185,167,0.9127,12.0365,0.0942,-0.01161,2.7994
26,0.40,0.020,3,17,58,-1,-1,0.0049,4.6601,0.2231,0.00000,0.0243
27,0.40,0.020,3,11,71,-1,-1,0.0036,4.6352,0.2274,0.00000,0.0159
28,0.40,0.020,3,17,8,-1,-1,0.0254,4.8589,0.2148,-0.00559,0.0651
29,0.40,0.020,3,13,63,-1,-1,0.0043,4.6568,0.2289,0.00000,0.0180
30,0.40,0.020,3,14,56,-1,-1,0.0053,4.6562,0.2260,0.00000,0.0207
31,0.40,0.020,2,4,48,159,143,0.9212,12.0315,0.0937,-0.00968,3.1419
32,0.40,0.020,3,10,63,-1,-1,0.0026,4.6051,0.2308,0.00000,0.0088
33,0.40,0.020,3,9,78,-1,-1,0.0020,4.5947,0.2325,0.00000,0.0095
34,0.40,0.020,3,10,65,-1,-1,0.0053,4.6934,0.2299,0.00000,0.0141
35,0.40,0.020,3,10,63,-1,-1,0.0051,4.6865,0.2273,0.00000,0.0135
36,0.40,0.020,3,8,75,-1,-1,0.0052,4.6904,0.2314,0.00000,0.0179
37,0.40,0.020,3,13,62,-1,-1,0.0038,4.6261,0.2315,0.00000,0.0163
38,0.40,0.020,3,10,72,-1,-1,0.0032,4.6236,0.2313,0.00000,0.0107
39,0.40,0.020,3,12,62,-1,-1,0.4109,7.0609,0.1609,-0.00606,0.6831
40,0.40,0.020,3,14,45,-1,-1,0.0052,4.6331,0.2237,0.00000,0.0186
41,0.40,0.020,3,19,6,-1,-1,0.0411,5.0960,0.2026,-0.00882,0.0666
42,0.40,0.020,2,4,50,137,126,0.8791,12.2147,0.0977,-0.01269,2.4912
43,0.40,0.020,3,10,77,-1,-1,0.0043,4.6585,0.2268,0.00000,0.0127
44,0.40,0.020,3,9,71,-1,-1,0.0032,4.6243,0.2341,0.00000,0.0106
45,0.40,0.020,3,14,61,-1,-1,0.3496,6.6140,0.1696,-0.00717,0.5477
46,0.40,0.020,3,5,49,-1,-1,0.0015,4.5753,0.2273,0.00000,0.0026
47,0.40,0.020,3,12,72,-1,-1,0.0069,4.7192,0.2290,0.00000,0.0234
48,0.40,0.020,3,10,52,-1,-1,0.0032,4.6276,0.2242,0.00000,0.0111
49,0.40,0.020,3,15,58,-1,-1,0.0053,4.6801,0.2243,0.00000,0.0246
50,0.40,0.020,3,13,63,-1,-1,0.0040,4.6560,0.2280,0.00000,0.0198
51,0.40,0.020,3,12,62,-1,-1,0.0043,4.6610,0.2270,0.00000,0.0144
52,0.40,0.020,2,4,47,135,121,0.9229,12.2732,0.0926,-0.01211,2.8909
53,0.40,0.020,2,3,29,158,127,0.9852,12.2392,0.0868,-0.01081,4.2631
54,0.40,0.020,3,12,58,-1,-1,0.0039,4.6634,0.2250,0.00000,0.0161
55,0.40,0.020,3,14,58,-1,-1,0.0039,4.6452,0.2253,0.00000,0.0123
56,0.40,0.020,3,14,66,-1,-1,0.0042,4.6309,0.2258,0.00000,0.0162
57,0.40,0.020,3,12,54,-1,-1,0.0043,4.6663,0.2277,0.00000,0.0147
58,0.40,0.020,3,16,61,-1,-1,0.0059,4.6719,0.2227,0.00000,0.0243
59,0.40,0.020,3,10,78,-1,-1,0.0039,4.6604,0.2323,0.00000,0.0121
60,0.40,0.020,3,10,62,-1,-1,0.0055,4.6996,0.2302,0.00000,0.0159
61,0.40,0.020,3,14,65,-1,-1,0.0040,4.6412,0.2255,0.00000,0.0180
62,0.40,0.020,3,11,69,-1,-1,0.0043,4.6610,0.2292,0.00000,0.0139
63,0.40,0.020,3,13,63,-1,-1,0.0046,4.6367,0.2254,0.00000,0.0152
64,0.40,0.020,3,15,61,-1,-1,0.0041,4.6333,0.2236,0.00000,0.0169
65,0.40,0.020,3,9,67,-1,-1,0.0019,4.5847,0.2275,0.00000,0.0076
66,0.40,0.020,2,8,50,157,152,0.7892,12.1226,0.1086,-0.01151,1.9223
67,0.40,0.020,3,17,59,-1,-1,0.0283,4.7856,0.2165,-0.00254,0.0530
68,0.40,0.020,3,10,54,-1,-1,0.0024,4.5962,0.2255,0.00000,0.0086
69,0.40,0.020,3,13,63,-1,-1,0.0042,4.6619,0.2247,0.00000,0.0186
70,0.40,0.020,1,1,-1,93,88,0.7910,11.9449,0.1084,-0.03489,1.9888
71,0.40,0.020,3,9,72,-1,-1,0.0049,4.6976,0.2337,0.00000,0.0150
72,0.40,0.020,3,8,65,-1,-1,0.7237,9.6234,0.1190,-0.00935,1.7832
73,0.40,0.020,3,13,7,-1,-1,0.0277,4.9396,0.2131,-0.00564,0.0461
74,0.40,0.020,3,11,9,-1,-1,0.0365,4.8712,0.2107,-0.00544,0.0589
75,0.40,0.020,3,18,49,-1,-1,0.0034,4.6038,0.2225,0.00000,0.0146
76,0.40,0.020,3,18,44,-1,-1,0.0069,4.7234,0.2237,0.00000,0.0255
77,0.40,0.020,3,10,77,-1,-1,0.0046,4.6587,0.2314,0.00000,0.0129
78,0.40,0.020,3,16,50,-1,-1,0.0044,4.6567,0.2256,0.00000,0.0164
79,0.40,0.020,3,12,63,-1,-1,0.0046,4.6613,0.2271,0.00000,0.0178
80,0.40,0.020,3,11,74,-1,-1,0.0038,4.6288,0.2296,0.00000,0.0130
81,0.40,0.020,3,10,75,-1,-1,0.0033,4.6234,0.2308,0.00000,0.0109
82,0.40,0.020,3,13,5,-1,-1,0.0276,4.8817,0.2137,-0.00473,0.0413
83,0.40,0.020,3,11,67,-1,-1,0.0042,4.6603,0.2325,0.00000,0.0144
84,0.40,0.020,3,12,69,-1,-1,0.0038,4.6328,0.2269,0.00000,0.0150
85,0.40,0.020,1,1,-1,88,79,0.8438,12.1506,0.1017,-0.03329,2.2589
86,0.40,0.020,2,2,12,131,101,0.9913,11.9785,0.0861,-0.00909,4.1235
87,0.40,0.020,3,14,60,-1,-1,0.0041,4.6456,0.2293,0.00000,0.0153
88,0.40,0.020,3,9,70,-1,-1,0.0041,4.6470,0.2329,0.00000,0.0103
89,0.40,0.020,3,13,60,-1,-1,0.0023,4.5870,0.2208,0.00000,0.0104
90,0.40,0.020,3,15,62,-1,-1,0.0039,4.6241,0.2266,0.00000,0.0193
91,0.40,0.020,3,11,55,-1,-1,0.0044,4.6586,0.2283,0.00000,0.0143
92,0.40,0.020,3,5,17,-1,-1,0.0586,4.9790,0.2022,-0.00708,0.0743
93,0.40,0.020,3,11,58,-1,-1,0.0032,4.6213,0.2275,0.00000,0.0144
94,0.40,0.020,3,12,65,-1,-1,0.0032,4.6369,0.2272,0.00000,0.0120
95,0.40,0.020,3,17,57,-1,-1,0.0037,4.6253,0.2232,0.00000,0.0159
96,0.40,0.020,3,12,62,-1,-1,0.0033,4.6183,0.2284,0.00000,0.0140
97,0.40,0.020,3,13,59,-1,-1,0.0029,4.6098,0.2274,0.00000,0.0149
98,0.40,0.020,2,7,41,146,139,0.8455,12.0282,0.1019,-0.01259,2.2772
99,0.40,0.020,2,11,52,187,180,0.8340,12.1164,0.1033,-0.01241,2.1853
100,0.40,0.020,3,18,50,-1,-1,0.0079,4.6850,0.2237,0.00000,0.0256
1,0.45,0.020,3,16,51,-1,-1,0.0813,5.1100,0.2084,-0.00525,0.1050
2,0.45,0.020,3,11,60,-1,-1,0.0043,4.6381,0.2213,0.00000,0.0150
3,0.45,0.020,1,1,-1,84,75,0.8065,12.0853,0.1059,-0.04041,2.0480
4,0.45,0.020,3,11,64,-1,-1,0.0035,4.6210,0.2293,0.00000,0.0154
5,0.45,0.020,3,11,58,-1,-1,0.0034,4.6287,0.2290,0.00000,0.0165
6,0.45,0.020,3,12,63,-1,-1,0.0041,4.6346,0.2325,0.00000,0.0154
7,0.45,0.020,3,15,10,-1,-1,0.0575,5.0648,0.2057,-0.00897,0.0892
8,0.45,0.020,3,11,62,-1,-1,0.0043,4.6553,0.2289,0.00000,0.0155
9,0.45,0.020,3,12,56,-1,-1,0.0039,4.6166,0.2249,0.00000,0.0124
10,0.45,0.020,3,13,48,-1,-1,0.4931,7.4907,0.1488,-0.00979,0.8813
11,0.45,0.020,3,9,74,-1,-1,0.0036,4.6267,0.2244,0.00000,0.0103
12,0.45,0.020,3,13,63,-1,-1,0.0048,4.6677,0.2292,0.00000,0.0159
13,0.45,0.020,3,10,71,-1,-1,0.0036,4.6383,0.2327,0.00000,0.0144
14,0.45,0.020,1,1,-1,105,96,0.8669,12.2031,0.0995,-0.01893,2.6531
15,0.45,0.020,3,10,75,-1,-1,0.0034,4.6201,0.2304,0.00000,0.0164
16,0.45,0.020,1,1,-1,82,73,0.7824,12.0887,0.1086,-0.03551,1.8975
17,0.45,0.020,3,16,41,-1,-1,0.0077,4.6661,0.2229,-0.00196,0.0230
18,0.45,0.020,3,9,71,-1,-1,0.0032,4.6302,0.2319,0.00000,0.0076
19,0.45,0.020,3,8,75,-1,-1,0.0023,4.5891,0.2316,0.00000,0.0077
20,0.45,0.020,3,9,67,-1,-1,0.0023,4.6049,0.2202,0.00000,0.0109
21,0.45,0.020,3,12,53,-1,-1,0.0035,4.6148,0.2233,0.00000,0.0093
22,0.45,0.020,3,12,59,-1,-1,0.0035,4.6357,0.2303,0.00000,0.0141
23,0.45,0.020,3,11,63,-1,-1,0.0047,4.6536,0.2288,0.00000,0.0170
24,0.45,0.020,3,9,65,-1,-1,0.0018,4.5888,0.2307,0.00000,0.0069
25,0.45,0.020,3,13,63,-1,-1,0.0058,4.6622,0.2249,0.00000,0.0170
26,0.45,0.020,3,15,58,-1,-1,0.0050,4.6517,0.2231,0.00000,0.0230
27,0.45,0.020,3,10,71,-1,-1,0.0026,4.6150,0.2268,0.00000,0.0110
28,0.45,0.020,3,17,8,-1,-1,0.0286,4.8905,0.2144,-0.00609,0.0644
29,0.45,0.020,3,11,63,-1,-1,0.0043,4.6245,0.2300,0.00000,0.0182
30,0.45,0.020,3,12,56,-1,-1,0.0049,4.6540,0.2273,0.00000,0.0213
31,0.45,0.020,2,4,48,161,146,0.9150,12.2192,0.0944,-0.00941,3.0524
32,0.45,0.020,3,9,63,-1,-1,0.0045,4.6744,0.2312,0.00000,0.0177
33,0.45,0.020,3,8,78,-1,-1,0.0024,4.5995,0.2343,0.00000,0.0086
34,0.45,0.020,3,9,65,-1,-1,0.0036,4.6491,0.2321,0.00000,0.0088
35,0.45,0.020,3,10,63,-1,-1,0.0041,4.6460,0.2317,0.00000,0.0116
36,0.45,0.020,3,7,75,-1,-1,0.0041,4.6686,0.2322,0.00000,0.0107
37,0.45,0.020,3,12,62,-1,-1,0.0040,4.6455,0.2302,0.00000,0.0147
38,0.45,0.020,3,9,72,-1,-1,0.0032,4.6138,0.2324,0.00000,0.0125
39,0.45,0.020,3,11,62,-1,-1,0.3741,6.8218,0.1659,-0.00553,0.6075
40,0.45,0.020,3,12,45,-1,-1,0.0019,4.5797,0.2250,0.00000,0.0088
41,0.45,0.020,3,18,6,-1,-1,0.0438,5.1298,0.2024,-0.00931,0.0835
42,0.45,0.020,2,4,50,140,129,0.8806,12.1409,0.0976,-0.01220,2.5025
43,0.45,0.020,3,9,77,-1,-1,0.0044,4.6635,0.2292,0.00000,0.0155
44,0.45,0.020,3,8,71,-1,-1,0.0027,4.6104,0.2360,0.00000,0.0105
45,0.45,0.020,3,13,61,-1,-1,0.2979,6.2952,0.1768,-0.00612,0.4327
46,0.45,0.020,3,4,49,-1,-1,0.0008,4.5512,0.2238,0.00000,0.0016
47,0.45,0.020,3,11,72,-1,-1,0.0030,4.6064,0.2287,0.00000,0.0141
48,0.45,0.020,3,9,52,-1,-1,0.0033,4.6319,0.2281,0.00000,0.0161
49,0.45,0.020,3,14,58,-1,-1,0.0042,4.6437,0.2265,0.00000,0.0172
50,0.45,0.020,3,12,63,-1,-1,0.0042,4.6466,0.2294,0.00000,0.0194
51,0.45,0.020,3,11,62,-1,-1,0.0024,4.5872,0.2285,0.00000,0.0115
52,0.45,0.020,2,4,47,136,123,0.8956,12.0767,0.0963,-0.01155,2.7145
53,0.45,0.020,2,3,29,158,128,0.9691,11.9750,0.0889,-0.01056,4.0789
54,0.45,0.020,3,11,58,-1,-1,0.0039,4.6634,0.2276,0.00000,0.0162
55,0.45,0.020,3,13,58,-1,-1,0.0031,4.6055,0.2272,0.00000,0.0134
56,0.45,0.020,3,13,66,-1,-1,0.0031,4.6309,0.2270,0.00000,0.0124
57,0.45,0.020,3,11,54,-1,-1,0.0048,4.6748,0.2284,0.00000,0.0139
58,0.45,0.020,3,14,61,-1,-1,0.0032,4.5972,0.2246,0.00000,0.0124
59,0.45,0.020,3,9,78,-1,-1,0.0039,4.6604,0.2323,0.00000,0.0144
60,0.45,0.020,3,10,62,-1,-1,0.0015,4.5756,0.2321,0.00000,0.0058
61,0.45,0.020,3,13,65,-1,-1,0.0030,4.6031,0.2268,0.00000,0.0125
62,0.45,0.020,3,10,69,-1,-1,0.0028,4.6026,0.2332,0.00000,0.0120
63,0.45,0.020,3,12,63,-1,-1,0.0028,4.6057,0.2255,0.00000,0.0105
64,0.45,0.020,3,14,61,-1,-1,0.0035,4.6199,0.2253,0.00000,0.0135
65,0.45,0.020,3,8,67,-1,-1,0.0031,4.6193,0.2285,0.00000,0.0113
66,0.45,0.020,2,7,50,156,151,0.7883,11.9736,0.1088,-0.01166,1.9216
67,0.45,0.020,3,16,59,-1,-1,0.0333,4.8292,0.2158,-0.00419,0.0543
68,0.45,0.020,3,9,54,-1,-1,0.0022,4.5969,0.2255,0.00000,0.0094
